location,reason,site_id,speed_limit,the_geom
EB 64 Ave Btwn 177-172 St,Designated Zone - Playground;,4178,30,"MULTILINESTRING ((-113.62728045412446 53.49979395082, -113.62340970606729 53.50033365608089, -113.62269626671488 53.50041574030602, -113.6219744488818 53.500465359600106, -113.62124839833159 53.50048222860903, -113.62055317716793 53.50048186959672, -113.62043776954724 53.50047400437177))"
WB 114 Ave Btwn 36 - 38 St,Designated Zone - Playground;,4166,30,"MULTILINESTRING ((-113.39634821081053 53.566803257683276, -113.3991802622122 53.56680251406011, -113.39995946880279 53.566802298744214))"
SB 91 St Btwn 175 - N of 172 Ave,Designated Zone - Playground;,4219,30,"MULTILINESTRING ((-113.4796780482493 53.636786700225585, -113.47967972477517 53.636085237497745, -113.47968200225628 53.634955113969255, -113.47968452759959 53.63448163281953, -113.47972430069382 53.63409226322062, -113.47975047161897 53.633999602218914))"
EB Millwoods Rd S btwn E of 62 St - W of 54 St,Designated Zone - Playground;,4285,30,"MULTILINESTRING ((-113.42953993114375 53.445557366155974, -113.42887034859544 53.44552255183252, -113.42799557963086 53.44549193564618, -113.4271197111659 53.44547611881341, -113.42624344354336 53.44547511366178, -113.42569521457185 53.44548375445958))"
NB 48 St btwn 28 - 32 Ave,Designated Zone - Playground;,4071,30,"MULTILINESTRING ((-113.41692603387878 53.459340518688926, -113.4169078075356 53.46002716640578, -113.41687606948703 53.46043590382742, -113.41679791529128 53.46084241255454, -113.41667554083529 53.461239529561, -113.41650888793406 53.46163086507357, -113.41619101129177 53.46220930752092, -113.41606020639387 53.46245742613571, -113.41594748673914 53.46270868649948, -113.41585306401066 53.46296260803873, -113.41577558885535 53.463218565051584))"
EB Cumberland Rd btwn 139 St - W of 134 St,Designated Zone - Playground;,4274,30,"MULTILINESTRING ((-113.56004559147871 53.60812161694286, -113.55801638152845 53.60810890502896, -113.55745901185377 53.60810609412621, -113.55669108450518 53.60809380164365, -113.5564067365993 53.60806753453922, -113.55613990661858 53.6080345437866, -113.55485923898087 53.60782961488207, -113.55393090305293 53.60772535376712, -113.55313738961713 53.60766782673047, -113.55238833693815 53.60764782766118))"
NB Leger Way btwn Leger Road - Lawrence Court,Designated Zone - Playground;,4006,30,"MULTILINESTRING ((-113.57691993482689 53.45829421692116, -113.57690302261356 53.4583650376675, -113.57687690385295 53.458432473990506, -113.57682155388645 53.45852858210202, -113.57675977621862 53.458605898134, -113.57669509506431 53.45866992866916, -113.57660999418769 53.45873818127678, -113.57652696598637 53.45879284878163, -113.57639539787277 53.45887931313465, -113.57624614760617 53.458995631186745, -113.57618275835517 53.45905982238244, -113.57613212500134 53.45911145847407, -113.57602120793509 53.459248449968825, -113.57592247842464 53.459409486508115, -113.5758522122044 53.45959161554933, -113.5758261264392 53.459710186294885, -113.57581964668941 53.4598660183349, -113.5758195100757 53.460006927195735, -113.57581516251882 53.460315924198895, -113.57583387512335 53.460415972741366, -113.57586244087236 53.46051605715266, -113.57590596673407 53.46059854953525, -113.57601293025863 53.460743022228606, -113.57610511177529 53.46088744148413, -113.57613834231668 53.460946496535314))"
SB 127 St between 137 - 135 Ave,Higher Frequency of Collisions;,7202,50,"MULTILINESTRING ((-113.54117639327758 53.59642134000965, -113.54117256635178 53.59687575557172, -113.54117610606629 53.59761669808989, -113.54117399183627 53.598182238112216, -113.54119989503228 53.5981824470551, -113.54122677225735 53.5981893775939, -113.54124727058343 53.59820296379933, -113.54125622953934 53.59822238974037, -113.54126255364257 53.59828465579644, -113.5412708886086 53.59838831597049, -113.54128495835032 53.59847910873446, -113.54130087626977 53.59855199426784, -113.54132601247663 53.59867811621502, -113.54133759494994 53.598779319496316, -113.54134160027117 53.598889714176096, -113.54134103868324 53.59901784481247))"
WB Delwood Rd btwn 73 St - 134B Ave,Designated Zone - Playground;,4002,30,"MULTILINESTRING ((-113.45392888504841 53.59682126117757, -113.4554728034475 53.59682500331455, -113.45765438603044 53.596818686485875, -113.4584956594912 53.59679536509588, -113.45901835341891 53.59674344873466, -113.45946040964907 53.596682738847655, -113.46002272340687 53.59657771848998, -113.46054416353405 53.59645038514291, -113.46130738737854 53.59620531704383))"
SB 156 St Between 84 - North of 81 Ave,Designated Zone - Playground;,4128,30,"MULTILINESTRING ((-113.59034007590199 53.517143137849, -113.59034093315135 53.51578971003051, -113.59034268660946 53.51538516818703))"
WB 144 Ave E of  87 - 88A St,Designated Zone - Playground;,4152,30,"MULTILINESTRING ((-113.47305067964271 53.60656489224351, -113.47377366682619 53.60643462884022, -113.47606453578648 53.60602170438685, -113.47627757691801 53.60598539650435, -113.4764586379167 53.60595778061211, -113.47665932155412 53.60593057824311, -113.47675143679929 53.605919273261634))"
EB 161A Ave btwn 76 - 74 St,Designated Zone - Playground;,4125,30,"MULTILINESTRING ((-113.46070310418588 53.623046181134285, -113.46042531613601 53.62304696096532, -113.46024730231733 53.62304360369419, -113.46005226166177 53.62303182054725, -113.45991537510866 53.623016214496275, -113.45976856930969 53.62299499495418, -113.45961752199429 53.62296682435452, -113.45946943370815 53.6229330291678, -113.45934209649184 53.62289832919367, -113.45923082732394 53.62286358036635, -113.45906448403764 53.62280270044972, -113.45889391398124 53.62272749023612, -113.45875806547853 53.62266547174158, -113.45862560930325 53.6226098196742, -113.45849836796651 53.62256079120014, -113.45836483750824 53.62251366160895, -113.45822411076057 53.62246845283278, -113.45807478806168 53.6224251674953, -113.45794142869606 53.622390353391395, -113.45776917067326 53.622349481656435, -113.45743162671525 53.62228705370298, -113.4572748338881 53.62226535719423, -113.45710362812831 53.62224540127757, -113.45692845782229 53.622229810455075, -113.45674181247256 53.62221846166213, -113.4565598207077 53.62221255220929, -113.45638562915397 53.622211626445505, -113.45622599107946 53.622214268353076, -113.45575456369264 53.622249286110815))"
SB 72 St Btwn 149 A - 144 Ave,Designated Zone - Playground;,4221,30,"MULTILINESTRING ((-113.44907102889546 53.61135948916449, -113.44907030832437 53.61015462268743, -113.44906447817723 53.60961974242968, -113.44909789708865 53.60934219681945, -113.44915572907676 53.609097260281324, -113.44926615895119 53.60880604738149, -113.4494162869445 53.60854306030636, -113.44959936648301 53.60826899396295, -113.45101177234885 53.60593250029876))"
WB 114 Ave btwn 102 - 104 St,Designated Zone - Playground;,4051,30,"MULTILINESTRING ((-113.49555717137324 53.56423555404031, -113.49647665380397 53.564235001430795, -113.49739662229211 53.5642344410999, -113.49831609334443 53.56423534980108, -113.49923603691222 53.56423625251396))"
WB 162 Ave btwn 115 - 375 M West of 115 St,Designated Zone - Playground;,4232,30,"MULTILINESTRING ((-113.52340680771135 53.6231436851236, -113.52600955814377 53.62283743294303, -113.5267537026876 53.62275709079859, -113.52758439381402 53.62273222389224, -113.52784449541895 53.622740328327254, -113.52900914650716 53.62277661163862))"
176 Ave EB between 112 - 107 St,Higher Frequency of Collisions;,2668,50,"MULTILINESTRING ((-113.51648945660754 53.639734350042794, -113.5138071390113 53.6397341425324, -113.51155218667584 53.63973392185372, -113.51077283174665 53.639733846059634, -113.51049342595056 53.6397376821413, -113.51023022183898 53.6397476861499, -113.50994575146211 53.639765517279315, -113.50964771062051 53.63979213963111, -113.50931523482133 53.639831619958215, -113.50903475888067 53.63987298309176, -113.50862810069826 53.63994567543635, -113.50839724589827 53.63999329809642, -113.50813775403144 53.640052639738435, -113.50789331825524 53.64011438621918, -113.50780475182754 53.640138207586965))"
SB 159 St between 87 Ave - Whitemud Dr,Higher Frequency of Speeding;,2796,60,"MULTILINESTRING ((-113.59676746463649 53.51923674310434, -113.59678976503884 53.51888974531514, -113.59678887982264 53.51882068033959, -113.59678579256732 53.51874835230519, -113.59678010288154 53.518650141171456, -113.59676056260439 53.51836266846481, -113.59675518411228 53.5181946954663, -113.59674292928271 53.5181713273451, -113.59671799938369 53.51815979957377, -113.59669559432508 53.51815691587181, -113.59669712327273 53.5168456082641, -113.59670793053871 53.51517175667679, -113.59670994312167 53.51277666507761))"
170 St NB between 109 - 110 Ave,Higher Frequency of Speeding; Higher Frequency of Collisions;,2592,60,"MULTILINESTRING ((-113.61519103569506 53.5559611536895, -113.61519029926048 53.557833382635174))"
WB Whitemud Dr between North Sask River - 149 St,Higher Frequency of Collisions;,7192,80,"MULTILINESTRING ((-113.56640772283517 53.505326968618604, -113.56642433471752 53.505713241746264, -113.56648176640957 53.5063117064768, -113.56654904007348 53.5067536708912, -113.5666360167626 53.507188512434624, -113.56674711097511 53.50763541697856, -113.56689843057586 53.50813722623067, -113.56707655174601 53.50863439396398, -113.56715148540592 53.5088343089644, -113.56737200917217 53.50931195747546, -113.56756146437966 53.509620204348415, -113.56784845571595 53.509966223151835, -113.56812111094511 53.5102207610498, -113.56841114570106 53.51044315420861, -113.56872634702222 53.51064516186311, -113.56896351850871 53.510776156513195, -113.56935588471597 53.51096124949221, -113.5696308267388 53.511071194281136, -113.5698575656648 53.51115124191672, -113.57022702827614 53.511263289320596, -113.57080018919402 53.511397094337504, -113.5714909113071 53.511501233685685, -113.57225593275581 53.51155247892238, -113.5735532227636 53.51157510964928, -113.57469434614967 53.511610401881335, -113.5752729087535 53.511653477188496, -113.57590370268515 53.51172249972662))"
WB Stony Plain Rd Between 180 - 182 St,Higher Frequency of Speeding;,2792,60,"MULTILINESTRING ((-113.63277987841106 53.54139955838429, -113.63451661297728 53.5413681034375, -113.6363068347072 53.54135635108505))"
WB 87 Ave between 119 St - Sask Dr,Higher Frequency of Speeding;,2747,50,"MULTILINESTRING ((-113.53621814076769 53.52295677747857, -113.53834911340003 53.522961149259366, -113.53910950702752 53.522960712918795, -113.53911985385948 53.52297535599049, -113.53913646903888 53.52298528848523, -113.53916432484651 53.52299184242261, -113.54018491530151 53.52299523508323, -113.54033632489192 53.522989578249366))"
WB 172 Ave  E of 104 St -  W of 107 St,Designated Zone - Playground;,4000,30,"MULTILINESTRING ((-113.50220414808528 53.633484959714814, -113.5023898552049 53.63343492475911, -113.50292095849926 53.63334546362532, -113.50351161378815 53.63326395611557, -113.50441563579471 53.633238771064306, -113.50485696151533 53.63325566385535, -113.50550952036097 53.6333091995929, -113.50621386312308 53.63343038883916, -113.50744966277541 53.63363467322862, -113.50817811281894 53.633754694749214))"
EB 144 Ave Btwn 62 - 57 Street,Designated Zone - Playground;,4230,30,"MULTILINESTRING ((-113.4373231955174 53.6047761497767, -113.43589597387384 53.604774247329374, -113.43577463338362 53.60477408507024, -113.43557477203551 53.60477779914081, -113.43540151398722 53.604787499921244, -113.43515595590544 53.60481177410064, -113.43495350776351 53.60484140746448, -113.43474374811223 53.60488180436277, -113.43451459706613 53.60493808358268, -113.43435553908425 53.604985294382, -113.43414362546545 53.605059804176996, -113.43394321218472 53.60514422917037, -113.43376766798586 53.6052314052777, -113.43245250651785 53.6059370456637, -113.43157345951906 53.606408672264195, -113.43137270031134 53.60650662864094, -113.43116702427476 53.60658947121491, -113.43097823125038 53.6066524727698, -113.43081051215601 53.60669928274066, -113.43062795979822 53.606741386058765, -113.43042117258746 53.606778829568356, -113.43016779989306 53.60681090286994, -113.42994548213434 53.60682717710543, -113.42971280496859 53.6068327082897, -113.42930175214596 53.606832191971904))"
NB 184 St - N of Dechene Rd - 57 Ave,Designated Zone - Playground;,4123,30,"MULTILINESTRING ((-113.642911020466 53.48870881300474, -113.6428703080528 53.48874086499551, -113.64192206138289 53.489445645587914, -113.6416259898793 53.48968002541045, -113.64135446928937 53.48992475190393, -113.64111075621419 53.49017979457503, -113.6409023678256 53.49044574139803, -113.64071379471149 53.490712856290195, -113.64055333413032 53.49098642652143, -113.64043717512678 53.49125315214171, -113.64030567551633 53.49156081230852, -113.64027256435041 53.49171364516537))"
EB Whitemud Dr at Rainbow Valley Bridge,Higher Frequency of Speeding; Higher Frequency of Collisions;,7261,80,"MULTILINESTRING ((-113.55988679080853 53.482432624910835, -113.55687388952276 53.48244069991314, -113.55377262224678 53.48244255418226, -113.55280664176396 53.482449932793635, -113.55044167992601 53.482529067500145, -113.54889695860179 53.482585169326725, -113.548382965138 53.482617333998, -113.54829716091879 53.48262299896551))"
NB 80 St N of Knottwood Rd S - Millwoods Rd S,Designated Zone - Playground;,4019,30,"MULTILINESTRING ((-113.4554851077308 53.44376659687969, -113.45543625582957 53.44386992103245, -113.45534561631811 53.44403209743847, -113.45524236302451 53.444191563536435, -113.45508732794717 53.44439695805322, -113.45491132144754 53.44459623774045, -113.45471501684105 53.44478864085609, -113.45449916543087 53.444973431169316, -113.45426459197293 53.445149899738944, -113.4540121945746 53.44531737300243, -113.45374293872213 53.44547520915622, -113.45345798397011 53.44562289578808, -113.4531368562693 53.4457686611664, -113.45280036772198 53.44590150240015, -113.45248023701966 53.446011182101664, -113.45214956022458 53.44610907664095, -113.45127806897848 53.44634780535753))"
SB 95 St Btwn 174 - N of 171 Ave,Designated Zone - Playground;,4217,30,"MULTILINESTRING ((-113.48797357867558 53.636359329087576, -113.48799581295918 53.6359254773914, -113.48806698347948 53.635576212311676, -113.48817128358225 53.634994381566536, -113.4882452580574 53.63479646037962, -113.48845744141484 53.634172012151396, -113.48852829765524 53.633993543551675))"
Whitemud Dr SB @ Quesnell Bridge,Higher Frequency of Collisions;,7002,80,"MULTILINESTRING ((-113.56852711725034 53.510204141741234, -113.56810000780965 53.5098482909761, -113.56800305959862 53.50971562133908, -113.56789292722016 53.50957470690666, -113.56774320032243 53.5093446569137, -113.56758100861984 53.50902899570534, -113.56740318597512 53.50860450981213, -113.5672403804932 53.508153992412055, -113.56717484129078 53.50795175082368, -113.56709382822841 53.50767920121285, -113.56703216410038 53.507450070259466, -113.56695886251579 53.50714385890084, -113.56687300156933 53.50671177765505, -113.56679172520901 53.506149105322486, -113.5667553118107 53.50575641367918, -113.56673378482081 53.50529665381311, -113.56670141754478 53.50483928893554, -113.56671625913488 53.50444677037532, -113.56677015681387 53.50394453715075, -113.56678575762969 53.503784804752065, -113.5668001839838 53.50368437598338, -113.56681088171477 53.50361954179945, -113.56682263093931 53.50355490731984, -113.56683508788555 53.50349211035311, -113.56684655522172 53.503438413560524, -113.5668877339324 53.503276104955916, -113.56699847093213 53.502958631056316, -113.56714983097969 53.50265734692446, -113.56729530960361 53.50242722516254, -113.56743134225066 53.50224614183545, -113.56767047950872 53.50199064939674, -113.56786275472643 53.50179587114061, -113.56808175733867 53.50161315855802, -113.5683320858317 53.50142987305864, -113.56862938904132 53.50123528496417, -113.56886325867028 53.501084003867724))"
